id,product_title,product_description,filename,format,mode,resolution,filesize,retrieved
78402583,Триммер бензиновый HUTER GGT-2500S PRO, Артикул 78402583 Модель GGT 2500S PRO Гарантийный срок 1 год Мощность устройства 2500 Вт Мощность (лс) 3.4 лс,res/img/78402583.png,PNG,RGBA,"(246, 328)",154.3,1711021256.427556
46285610,"Катушка для триммера 2.4 - 3 мм, посадка 25.4 мм", Артикул 46285610 Комплектация катушка для триммера Страна производства Китай Вес с упаковкой (кг) 0.15 кг Длина упаковки 16 см Высота упаковки 1 см Ширина упаковки 15 см,res/img/46285610.png,PNG,RGBA,"(246, 328)",24.67,1711021265.0075939
31415608,Триммер садовый бензиновый с разборной штангой БТР-2500Р, Артикул 31415608 Мощность устройства 2500 Вт Мощность (лс) 3.4 лс Тип режущего инструмента диск/леска Ширина скашивания (см) 46 Максимальный уровень звука/шума 96 дБ Бензиновый двигатель да,res/img/31415608.png,PNG,RGBA,"(246, 328)",172.92,1711021273.292295
25777136,Триммер садовый бензиновый БТР-2900П + подарки, Артикул 25777136 Модель Ресанта БТР-2900П; БТР 2900П; 70/2/44 Гарантийный срок 1 год Тип аккумулятора без аккумулятора Количество аккумуляторов в комплекте без аккумулятора,res/img/25777136.png,PNG,RGBA,"(246, 328)",132.33,1711021281.5341692
170668239,Садовый триммер электрический, Артикул 170668239 Модель аккумуляторная; беспроводной; ручной Гарантийный срок 12 месяцев Тип аккумулятора Li-Ion Емкость аккумулятора 3000 мА*ч,res/img/170668239.png,PNG,RGBA,"(246, 328)",95.33,1711021290.583982
98137310,Крышка катушки для триммера Bosch ART Easytrim/Combitrim, Артикул 98137310 Материал изделия пластмасса Комплектация Крышка катушки Страна производства Китай Вес с упаковкой (кг) 0.03 кг Длина упаковки 13 см Высота упаковки 16 см,res/img/98137310.png,PNG,RGBA,"(246, 328)",27.21,1711021298.9262772
57926908,"Триммерная леска круг GENERAL D1,6 мм L15 м", Артикул 57926908 Комплектация Леска триммерная; Леска триммерная -1шт. Страна производства Китай Вес с упаковкой (кг) 1 кг Длина упаковки 7 см Высота упаковки 2 см Ширина упаковки 16 см,res/img/57926908.png,PNG,RGBA,"(246, 328)",21.62,1711021306.971446
137599333,Леска для триммера звездочка 15 метров садовая для косилки, Артикул 137599333 Материал изделия нейлон Длина (м) 15 м Сечение корда звезда Толщина нити 2 мм Комплектация леска Страна производства Китай,res/img/137599333.png,PNG,RGBA,"(246, 328)",14.34,1711021316.063513
216163147,Головка для триммера с цепью," Артикул 216163147 Материал изделия металл; алюминий; пластик Совместимость Соместима с бензиновыми, электрическими садовыми триммерами Комплектация катушка триммеры садовый; головка триммеры с цепью; головка для триммера металлическая Страна производства Китай Высота предмета 6 см Вес с упаковкой (кг) 0.56 кг",res/img/216163147.png,PNG,RGBA,"(246, 328)",121.82,1711021324.710099
140478540,Газонокосилка PATRIOT PT 400 512109400," Артикул 140478540 Модель PT 400 Гарантийный срок 2 года Питание бензин АИ-92 Мощность устройства 2,57 кВт",res/img/140478540.png,PNG,RGBA,"(246, 328)",36.63,1711021333.380418
33614143,"Леска для триммера, сечение звезда, d=2 мм, 170 м", Артикул 33614143 Материал изделия нейлон Длина (м) 170 м Сечение корда звезда Толщина нити 2 мм Комплектация леска для триммера Страна производства Россия,res/img/33614143.png,PNG,RGBA,"(246, 328)",58.68,1711021342.146467
146740935,"Головка триммерная М12*1,5-М 145мм Stihl FS Левая оранж кн"," Артикул 146740935 Материал изделия abs пластик; ударопрочный пластик Совместимость М12*1,5-М 145мм Stihl FS350/400/450, Левая резьба (с оранжевой кнопкой) Комплектация головка триммерная-1 шт Страна производства Китай Высота предмета 5 см Ширина предмета 13 см",res/img/146740935.png,PNG,RGBA,"(246, 328)",103.0,1711021350.51758
